232	1355 929 801 146 64 
233	44 101 236 91 19 
234	75 19 21 2046 1738 
235	1123 366 1441 1426 885 
236	2005 2098 1975 75 2789 
237	632 361 415 923 54 
238	190 102 170 128 33 
239	160 534 573 61 460 
240	131 22 111 281 572 
241	61 440 522 599 499 
242	112 174 69 313 413 
243	102 68 42 31 196 
244	75 91 793 759 21 
245	1352 130 218 72 322 
246	377 61 134 593 715 
247	776 830 863 114 138 
248	22 236 131 111 166 
249	1476 276 367 1165 464 
250	666 1261 30 884 157 
251	39 477 427 44 659 
252	235 534 238 50 713 
253	1218 38 862 97 55 
254	131 86 1643 18 64 
255	75 21 19 2959 3180 
256	1592 239 634 108 457 
257	18 69 186 59 228 
258	1105 39 108 84 483 
259	753 246 2026 114 580 
260	95 356 21 1584 75 
261	102 31 325 79 1211 
262	21 2950 1399 95 1469 
263	21 75 356 998 1191 
264	176 
265	184 30 187 963 221 
266	65 472 321 182 218 
267	381 343 1397 160 460 
268	73 836 396 529 342 
269	80 835 1273 74 712 
270	650 1274 56 54 545 
271	21 75 95 91 19 
272	658 309 74 138 355 
273	20 37 92 484 42 
274	294 21 96 607 69 
275	2155 2337 2200 659 
276	631 721 83 206 27 
277	222 590 605 1391 191 
278	61 1483 334 129 30 
279	235 20 66 18 336 
280	244 104 995 1534 189 
281	54 77 373 455 1126 
282	1418 2505 21 3565 793 
283	387 222 1501 990 1526 
284	675 659 284 302 470 
285	40 195 21 294 670 
286	21 1713 404 95 459 
287	65 79 850 182 22 
288	404 91 21 759 1611 
289	50 79 117 229 423 
290	21 1844 356 2970 2991 
291	102 279 902 2310 80 
292	66 176 276 64 3071 
293	44 21 91 75 95 
294	19 91 1203 972 491 
295	22 65 568 79 850 
296	739 27 540 114 33 
297	1093 462 528 141 42 
298	41 1190 437 39 55 
299	78 274 21 96 236 
300	98 55 31 249 264 
301	246 1316 1922 1058 102 
302	369 18 56 1417 152 
303	230 277 250 37 341 
304	632 31 37 2566 1403 
305	583 867 816 593 283 
306	54 139 50 258 417 
307	394 1452 161 171 2929 
308	645 368 30 599 285 
309	1870 471 54 1271 181 
310	1025 201 139 655 290 
311	77 307 557 18 1393 
312	61 50 27 409 170 
313	237 977 221 1881 59 
314	30 83 77 154 272 
315	190 152 73 307 994 
316	1645 2363 27 66 215 
317	21 75 95 91 346 
318	491 2882 5733 4930 1677 
319	928 527 1079 59 550 
320	75 19 49 29 432 
321	55 445 50 56 1747 
322	1644 349 500 313 142 
323	520 1229 563 1486 130 
324	108 22 1113 39 19 
325	979 1431 129 30 1075 
326	114 2676 1700 239 474 
327	1999 2397 20 378 455 
328	22 384 39 49 
329	350 339 470 1298 55 
330	42 37 676 1379 27 
331	1436 1421 3557 852 3397 
332	92 27 37 1528 1512 
333	21 294 428 659 302 
334	112 406 39 277 289 
335	27 33 490 114 238 
336	1830 1661 3439 6080 2444 
337	2042 244 943 160 197 
338	18 56 42 27 31 
339	1902 31 68 81 190 
340	49 388 1359 29 278 
341	739 468 1055 27 41 
342	102 367 311 503 1370 
343	30 18 68 343 85 
344	1745 55 437 547 166 
345	33 31 102 109 490 
346	96 1073 39 278 108 
347	168 64 27 37 18 
348	1924 477 464 50 83 
349	126 176 2527 392 184 
350	223 55 44 320 545 
351	22 41 134 455 1253 
352	606 801 1219 50 534 
353	39 108 384 1227 
354	92 31 252 27 239 
355	608 1055 325 18 56 
356	810 397 366 704 636 
357	1686 1030 1623 18 31 
358	1884 1974 91 19 346 
359	33 479 504 309 540 
360	30 170 1482 783 123 
361	22 195 182 278 268 
362	484 279 1148 27 2205 
363	64 66 555 22 237 
364	481 782 199 33 20 
365	86 294 21 738 97 
366	501 129 111 80 215 
367	27 37 1702 402 329 
368	506 30 29 40 19 
369	580 1998 1711 712 66 
370	66 142 332 369 504 
371	222 37 576 944 266 
372	68 5 320 193 220 
373	18 42 31 131 68 
374	317 187 858 1175 1120 
375	196 283 73 50 228 
376	399 1024 1886 3078 1292 
377	284 1943 263 27 1045 
378	19 98 65 225 20 
379	91 21 5056 1616 95 
380	66 281 31 64 740 
381	317 85 59 591 212 
382	104 2510 40 351 112 
383	236 337 92 123 285 
384	361 255 470 365 33 
385	347 20 27 540 115 
386	102 37 559 1484 246 
387	4922 39 1189 176 96 
388	18 369 336 66 20 
389	99 703 682 30 473 
390	336 543 522 1079 343 
391	270 33 59 1031 92 
392	29 49 22 19 39 
393	84 1108 654 457 276 
394	356 21 1436 2652 399 
395	196 73 339 1510 50 
396	138 85 364 374 115 
397	55 917 315 1603 858 
398	534 50 713 916 234 
399	3937 68 276 37 994 
400	2875 21 2690 2224 4220 
401	1060 95 356 622 75 
402	95 19 2599 2475 4831 
403	1129 478 632 68 319 
404	1286 1945 1159 18 1136 
405	884 160 684 168 417 
406	1204 55 155 160 1031 
407	408 31 20 423 667 
408	721 83 631 31 324 
409	222 2087 1420 66 165 
410	115 364 553 221 322 
411	42 20 290 18 312 
412	396 1110 65 269 113 
413	99 652 360 130 68 
414	86 165 39 22 
415	31 66 64 281 740 
416	885 1082 935 157 1938 
417	37 31 27 727 186 
418	33 37 27 102 84 
419	404 2551 857 2506 21 
420	497 607 79 141 994 
421	546 725 72 198 259 
422	949 736 556 1255 20 
423	583 476 498 289 867 
424	102 31 37 252 350 
425	75 1210 1709 2416 781 
426	1657 1130 3062 3136 1169 
427	27 222 1164 66 378 
428	66 331 349 623 78 
429	235 608 72 515 160 
430	5554 404 5034 4481 772 
431	1844 95 2991 2347 21 
432	389 515 758 784 426 
433	343 72 98 945 335 
434	31 37 246 2632 252 
435	630 995 340 897 1353 
436	281 570 37 632 2626 
437	91 75 95 759 2456 
438	821 256 50 539 1523 
439	121 107 221 154 99 
440	37 181 61 230 409 
441	1606 707 61 542 269 
442	779 1315 604 1289 206 
443	112 406 96 313 270 
444	181 618 106 206 276 
445	21 404 19 1706 3169 
446	37 264 41 79 66 
447	37 27 31 228 350 
448	31 27 73 170 109 
449	30 77 158 83 33 
450	362 684 319 1232 519 
451	33 55 50 85 945 
452	1726 1033 381 50 30 
453	18 69 455 865 187 
454	409 77 507 252 18 
455	231 185 494 204 186 
456	291 37 276 580 1164 
457	109 18 250 56 312 
458	230 1134 420 68 80 
459	22 74 39 86 165 
460	700 501 21 138 195 
461	935 61 736 1003 283 
462	170 335 44 190 244 
463	66 361 64 1527 504 
464	102 580 37 733 2117 
465	736 290 1441 1123 1091 
466	40 29 21 195 96 
467	37 238 27 576 107 
468	377 61 458 133 288 
469	66 64 31 281 740 
470	154 30 77 83 54 
471	131 55 181 437 660 
472	66 64 595 84 156 
473	39 138 171 388 2182 
474	875 107 115 38 371 
475	596 945 394 438 1068 
476	131 264 18 111 213 
477	816 331 78 598 371 
478	131 176 465 1869 846 
479	37 1672 84 457 1592 
480	72 113 527 589 296 
481	185 279 268 1240 642 
482	115 111 236 281 1043 
483	763 350 2296 160 77 
484	362 72 315 1230 79 
485	91 2725 95 1569 4856 
486	39 31 785 234 815 
487	778 558 1092 363 77 
488	500 176 393 588 18 
489	112 1815 296 1387 358 
490	96 5080 388 521 278 
491	128 31 170 252 220 
492	258 503 960 303 146 
493	406 112 602 96 206 
494	276 180 84 325 2598 
495	284 567 460 617 1378 
496	61 290 1606 386 54 
497	300 339 27 85 1694 
498	161 1735 209 563 1434 
499	154 30 68 199 121 
500	131 281 98 111 22 
501	102 220 1333 1271 895 
502	2003 4508 2560 1632 1307 
503	2147 1830 19 2099 793 
504	401 548 85 373 39 
505	21 3086 2395 3134 91 
506	300 1097 231 72 41 
507	1798 198 630 523 85 
508	229 59 55 117 627 
509	138 548 364 115 39 
510	472 321 72 218 65 
511	363 822 1200 1465 170 
512	164 221 138 79 3357 
513	217 107 129 204 1306 
514	134 567 665 129 527 
515	492 716 293 38 141 
516	19 346 399 6285 6429 
517	206 198 751 109 27 
518	30 1087 657 285 54 
519	964 1102 77 2427 269 
520	1538 942 1071 235 387 
521	288 102 782 73 80 
522	21 75 1407 1292 525 
523	187 139 204 804 431 
524	22 353 39 213 65 
525	585 327 924 68 2144 
526	18 69 1454 1759 30 
527	91 29 399 19 234 
528	1914 1284 1683 402 42 
529	238 916 534 713 50 
530	1028 157 38 1055 146 
531	56 27 2632 246 500 
532	2964 721 83 1245 38 
533	112 72 130 218 313 
534	27 250 230 20 222 
535	723 117 1056 19 
536	170 128 234 18 80 
537	18 42 872 510 825 
538	18 369 336 66 1024 
539	473 224 64 321 545 
540	763 2372 73 333 33 
541	1998 1711 156 27 37 
542	153 126 19 7357 
543	66 361 572 166 1279 
544	238 581 917 1603 307 
545	22 96 65 108 795 
546	55 437 72 228 74 
547	413 83 489 133 227 
548	237 1708 131 78 236 
549	980 18 303 1412 225 
550	109 66 712 409 77 
551	2308 21 338 426 6232 
552	193 64 86 27 66 
553	131 322 66 111 78 
554	943 128 381 725 27 
555	983 426 1185 260 789 
556	2825 1469 750 2304 1288 
557	5183 1208 9431 5790 
558	21 404 2314 3759 2681 
559	30 867 327 377 1416 
560	1799 427 2122 683 97 
561	204 798 308 218 41 
562	1659 362 27 187 450 
563	550 217 30 260 85 
564	1003 2544 99 44 121 
565	195 619 92 1003 225 
566	91 75 21 1934 3648 
567	66 31 281 64 740 
568	1440 942 1071 551 195 
569	2532 21 356 2984 3321 
570	20 745 801 238 606 
571	21 622 1918 3858 19 
572	73 193 234 56 86 
573	270 109 580 80 18 
574	65 2182 27 224 109 
575	102 31 503 42 454 
576	19 29 392 271 275 
577	238 235 534 713 50 
578	109 66 64 757 142 
579	1469 19 1281 29 49 
580	126 274 183 332 33 
581	21 2891 3467 346 3800 
582	41 256 85 1694 415 
583	544 22 65 472 321 
584	288 544 580 27 156 
585	83 721 631 206 343 
586	258 440 33 20 29 
587	2895 21 356 75 1116 
588	404 1669 2934 759 91 
589	3050 101 4997 98 97 
590	37 184 183 1584 176 
591	1395 238 31 745 289 
592	317 268 325 1027 858 
593	661 283 42 350 217 
594	4319 294 40 21 296 
595	54 618 18 1070 77 
596	368 617 1816 256 66 
597	580 565 99 501 129 
598	102 2217 367 2285 386 
599	227 38 64 78 40 
600	131 111 22 98 281 
601	37 31 385 22 77 
602	138 258 113 1054 1472 
603	1290 3106 440 234 408 
604	27 739 468 37 107 
605	346 21 91 5531 2255 
606	2851 1130 19 4103 29 
607	92 37 73 102 20 
608	56 27 156 250 114 
609	378 279 739 407 56 
610	182 286 86 65 72 
611	274 236 20 55 78 
612	61 161 363 3410 647 
613	37 102 31 402 1059 
614	263 92 763 386 499 
615	2142 1473 1574 1422 37 
616	21 294 357 40 2242 
617	102 686 73 1253 327 
618	37 276 499 773 27 
619	55 1595 50 556 336 
620	198 490 465 566 577 
621	102 1852 37 511 84 
622	810 697 106 647 469 
623	1587 1026 4163 728 1393 
624	107 1021 30 154 173 
625	30 123 386 117 756 
626	61 736 27 138 1608 
627	33 42 1391 496 2162 
628	174 112 72 218 130 
629	713 50 534 595 916 
630	29 49 22 39 108 
631	1221 66 176 340 1592 
632	21 3823 4255 3390 4003 
633	21 95 91 75 19 
634	281 131 98 189 97 
635	19 2387 3918 4708 3374 
636	139 460 160 417 284 
637	39 126 574 1805 426 
638	489 20 1095 31 165 
639	384 39 65 22 113 
640	30 427 453 173 154 
641	42 20 18 31 73 
642	22 39 33 121 255 
643	425 1530 176 111 33 
644	31 66 281 64 740 
645	336 22 18 96 81 
646	44 229 499 157 661 
647	622 399 66 3105 95 
648	18 213 190 27 37 
649	115 364 31 307 218 
650	155 450 194 154 802 
651	276 146 33 191 566 
652	174 112 72 130 218 
653	152 792 1451 210 20 
654	984 609 371 83 560 
655	617 368 1816 256 599 
656	1059 358 20 27 766 
657	30 396 263 477 319 
658	688 996 244 50 562 
659	22 168 213 65 19 
660	18 55 69 675 30 
661	346 19 4256 29 3125 
662	102 386 246 367 73 
663	350 33 1899 773 78 
664	198 3742 3746 366 50 
665	81 277 258 74 266 
666	37 27 457 31 651 
667	20 99 258 231 260 
668	22 126 174 183 112 
669	318 377 1025 358 333 
670	269 585 256 903 1807 
671	468 37 72 587 109 
672	5153 1047 407 66 121 
673	79 658 85 221 700 
674	468 1659 1617 31 18 
675	84 66 361 166 134 
676	73 836 68 219 121 
677	960 503 274 66 1017 
678	358 1188 617 1378 333 
679	68 3942 201 2460 1590 
680	2976 1037 2773 54 97 
681	108 174 656 1280 112 
682	4403 61 66 134 64 
683	559 1383 1998 250 396 
684	1918 21 820 3529 1989 
685	324 74 266 69 42 
686	91 1044 75 2456 19 
687	38 362 712 545 2278 
688	1008 473 250 1255 74 
689	37 264 705 630 1033 
690	77 18 382 552 1800 
691	91 19 759 793 2201 
692	160 531 943 381 112 
693	263 544 217 353 183 
694	38 483 1029 672 307 
695	794 487 519 339 158 
696	107 560 30 1021 139 
697	21 75 3283 2252 1374 
698	27 2186 111 176 269 
699	6639 4719 33 490 39 
700	66 282 223 98 402 
701	66 331 31 349 833 
702	19 95 91 29 49 
703	18 720 153 77 716 
704	21 2445 130 183 
705	69 869 123 847 79 
706	102 20 42 31 196 
707	327 867 
708	27 1059 37 20 31 
709	18 42 1897 33 109 
710	42 1391 1386 170 18 
711	263 889 548 902 614 
712	40 21 294 96 19 
713	346 4648 91 75 378 
714	30 107 154 77 166 
715	3274 358 277 55 1393 
716	552 335 27 864 276 
717	65 763 263 1003 1939 
718	30 154 83 331 194 
719	290 1481 92 114 108 
720	66 31 281 64 740 
721	1310 815 30 77 875 
722	86 72 97 39 337 
723	102 224 73 80 386 
724	61 1626 263 577 553 
725	457 99 37 196 109 
726	846 198 1803 109 222 
727	1104 382 115 341 500 
728	66 31 64 281 740 
729	21 78 274 355 479 
730	1189 22 384 108 615 
731	661 524 702 153 27 
732	1348 290 589 327 39 
733	152 792 210 312 20 
734	402 31 18 42 1179 
735	27 56 3236 114 382 
736	50 713 238 534 916 
737	33 490 184 580 114 
738	72 107 86 112 108 
739	539 678 18 55 320 
740	246 753 821 518 623 
741	64 281 31 66 740 
742	54 558 490 33 181 
743	594 930 577 545 701 
744	1451 239 18 5032 511 
745	102 37 180 181 31 
746	30 960 80 65 768 
747	18 55 675 990 42 
748	40 294 19 29 195 
749	1024 19 7395 2666 29 
750	263 544 2864 563 666 
751	56 712 191 557 704 
752	5643 19 5609 459 2573 
753	963 377 19 1348 170 
754	776 830 238 329 922 
755	27 128 489 335 77 
756	1899 3203 102 1205 773 
757	161 209 563 198 1184 
758	37 264 27 1512 1093 
759	763 185 20 382 37 
760	318 92 360 210 659 
761	42 31 777 56 81 
762	399 852 491 985 75 
763	830 1204 109 1178 30 
764	362 108 2907 39 129 
765	821 1165 61 256 206 
766	38 1954 165 3207 113 
767	75 4381 1467 19 29 
768	2659 346 21 3751 4195 
769	399 21 75 95 2746 
770	97 68 126 917 1603 
771	364 115 198 61 847 
772	378 201 77 510 831 
773	1549 77 925 454 269 
774	725 546 155 1213 173 
775	21 78 236 274 96 
776	30 139 50 260 283 
777	66 64 227 237 555 
778	59 445 455 56 50 
779	102 545 853 37 41 
780	55 584 312 72 183 
781	1235 787 542 707 1367 
782	322 72 1032 
783	31 66 252 64 184 
784	21 3290 19 3671 432 
785	95 2738 459 1677 4047 
786	404 21 399 772 91 
787	30 733 652 361 415 
788	5021 3821 1498 1817 22 
789	21 4510 1855 404 459 
790	66 331 349 271 31 
791	108 72 86 1240 2092 
792	37 27 102 402 276 
793	586 50 79 1238 1371 
794	37 31 27 613 1318 
795	387 37 417 573 102 
796	1551 21 19 1191 3888 
797	1379 676 37 27 81 
798	72 206 1597 763 29 
799	85 38 1521 256 603 
800	778 489 1355 20 1714 
801	37 736 487 66 794 
802	181 112 1201 117 318 
803	204 154 30 155 599 
804	96 39 626 38 337 
805	263 902 548 106 115 
806	772 820 2062 1024 2560 
807	102 1141 917 1090 1036 
808	56 1431 194 155 162 
809	86 22 165 113 39 
810	102 73 31 661 1147 
811	863 776 830 2230 33 
812	39 33 195 412 1197 
813	312 18 98 130 42 
814	687 153 313 112 1352 
815	72 218 130 322 174 
816	283 98 675 990 97 
817	22 174 65 887 705 
818	42 223 115 31 44 
819	331 2194 97 397 85 
820	112 602 39 174 271 
821	75 6212 690 1675 3298 
822	892 18 492 646 676 
823	215 27 2236 1055 548 
824	676 1379 457 85 342 
825	281 3211 131 1696 6340 
826	19 21 852 491 1918 
827	78 236 131 281 3131 
828	498 362 684 311 3727 
829	128 335 81 18 170 
830	22 65 182 231 174 
831	131 264 18 168 111 
832	107 702 194 155 42 
833	61 987 39 161 366 
834	165 601 152 848 405 
835	180 27 66 73 64 
836	128 170 1074 545 220 
837	31 20 634 1058 1652 
838	78 274 294 96 236 
839	2171 531 258 342 728 
840	622 399 690 820 19 
841	54 497 196 1748 22 
842	37 27 230 77 31 
843	222 1420 31 20 518 
844	384 39 474 29 22 
845	1669 19 356 404 1116 
846	111 397 431 347 449 
847	134 154 107 68 199 
848	1050 33 209 22 91 
849	2222 491 7644 7792 8668 
850	285 500 38 551 274 
851	786 879 96 231 29 
852	3757 1631 276 131 236 
853	1988 279 483 1105 545 
854	1504 334 66 387 3073 
855	126 39 274 65 49 
856	79 38 661 69 1953 
857	365 431 64 66 633 
858	1572 1015 95 19 49 
859	74 22 2298 548 1658 
860	602 39 313 277 174 
861	78 236 294 21 96 
862	30 185 59 550 197 
863	102 156 570 281 50 
864	550 166 498 30 69 
865	427 18 402 453 780 
866	30 69 591 609 1052 
867	126 274 332 183 20 
868	102 37 511 92 31 
869	30 560 554 83 730 
870	1451 95 21 77 1318 
871	174 182 1387 65 113 
872	27 18 56 382 55 
873	187 314 59 139 212 
874	44 21 3960 4568 1169 
875	176 123 597 308 447 
876	112 65 174 21 22 
877	40 96 195 19 29 
878	54 154 160 678 30 
879	736 92 61 676 18 
880	361 830 776 486 2616 
881	21 3517 1756 75 4104 
882	857 21 126 399 91 
883	802 27 61 66 1458 
884	30 475 1712 197 77 
885	75 21 91 19 820 
886	225 64 66 31 281 
887	37 1194 1097 219 31 
888	66 31 64 281 740 
889	2989 3013 404 2283 2066 
890	821 102 222 1420 42 
891	1073 39 171 65 384 
892	19 75 29 2926 5464 
893	2570 1545 37 2028 609 
894	418 849 115 393 131 
895	75 21 19 95 4594 
896	181 112 1201 117 318 
897	66 845 271 331 31 
898	575 38 448 333 412 
899	222 1391 590 605 191 
900	18 2501 111 431 69 
901	112 392 313 602 39 
902	406 195 112 602 29 
903	221 811 464 161 3222 
904	713 425 221 2356 966 
905	69 209 168 271 55 
906	288 206 492 20 37 
907	75 3045 21 91 1578 
908	44 75 3924 399 2052 
909	294 40 21 153 96 
910	1021 371 30 107 217 
911	569 112 183 332 299 
912	2366 1989 404 91 21 
913	157 74 2171 37 1437 
914	153 324 18 20 80 
915	258 39 19 171 776 
916	489 1290 524 27 1076 
917	595 133 642 276 335 
918	21 2314 1439 5424 346 
919	44 176 170 27 367 
920	86 165 65 22 353 
921	161 534 209 255 121 
922	75 1210 21 126 29 
923	789 274 
924	21 75 750 1407 2850 
925	21 1250 3057 44 346 
926	97 99 1076 221 158 
927	350 181 56 724 458 
928	75 21 338 2866 126 
929	209 520 161 401 121 
930	68 171 449 41 832 
931	39 22 1724 33 412 
932	22 65 39 384 195 
933	181 139 50 264 487 
934	670 29 39 
935	2457 95 1701 1226 1138 
936	288 64 2017 595 484 
937	281 66 131 31 322 
938	477 276 114 1245 146 
939	64 66 237 504 555 
940	1104 374 904 239 115 
941	849 77 502 33 18 
942	77 18 66 38 5168 
943	2305 1331 44 3139 91 
944	990 714 675 653 130 
945	21 4046 4246 346 4614 
946	263 577 33 1671 121 
947	65 22 42 670 29 
948	2507 1074 3572 1693 183 
949	1422 27 2142 1473 3761 
950	44 21 2965 491 1789 
951	356 3864 3138 21 1697 
952	1583 2154 138 97 581 
953	1407 346 21 3638 1578 
954	659 302 296 
955	128 335 56 250 4192 
956	31 30 37 96 744 
957	85 61 38 19 374 
958	2524 1421 4158 2448 4831 
959	108 18 601 74 106 
960	215 69 117 50 41 
961	165 86 44 55 39 
962	21 75 2612 2238 1361 
963	66 64 20 50 31 
964	72 272 362 2092 658 
965	102 31 503 20 450 
966	102 31 503 454 20 
967	64 18 445 56 872 
968	112 183 322 235 160 
969	131 18 215 59 85 
970	126 274 112 68 171 
971	440 317 30 108 505 
972	3556 21 75 3943 1138 
973	739 1004 1224 750 2070 
974	91 75 1647 1934 1024 
975	252 27 408 39 31 
976	1998 1711 230 1843 31 
977	75 1116 399 2052 21 
978	427 453 30 825 381 
979	21 78 236 96 282 
980	160 684 560 1774 181 
981	61 1111 161 77 41 
982	66 64 141 86 165 
983	22 3185 483 96 388 
984	84 1108 654 457 276 
985	109 911 1495 19 
986	281 98 131 111 189 
987	112 215 602 161 259 
988	27 31 37 2606 1391 
989	30 157 290 655 155 
990	346 19 4256 3125 5433 
991	899 64 527 256 657 
992	3050 166 189 236 78 
993	61 425 193 38 548 
994	955 1106 299 
995	350 2117 102 303 367 
996	61 19 39 22 548 
997	75 21 4327 459 5046 
998	335 128 595 121 288 
999	74 288 2058 830 31 
1000	1132 44 21 2983 3855 
